Machine_ID,Date_fabrication,Type_tissu,Quantite_kg,Vitesse_m_per_min,Temperature_C,Humidite_pct,Duree_min,Resultat_qualite_pct
M9,2023-09-14,Lin,450,49,83,47,103,78.44
M9,2025-05-21,Soie,71,40,89,60,272,70.0
M3,2025-07-12,Coton,80,70,77,49,124,83.9
M4,2025-09-19,Mélange,480,72,78,31,101,76.92
M2,2025-09-09,Polyester,95,65,67,56,95,75.98
M7,2024-11-09,Lin,362,72,80,58,234,78.76
M8,2025-06-01,Polyester,175,60,81,36,177,75.81
M3,2025-03-14,Coton,361,70,60,58,62,78.72
M9,2025-11-03,Soie,440,65,94,32,261,80.76
M9,2024-10-12,Coton,476,68,67,41,268,79.69
M7,2023-08-01,Lin,479,40,67,44,154,71.11
M4,2025-11-10,Coton,438,57,82,36,83,78.65
M4,2025-12-20,Lin,302,63,62,38,186,76.05
M4,2024-10-17,Coton,150,80,85,33,282,82.03
M8,2025-10-06,Lin,332,52,96,51,234,81.59
M2,2025-04-17,Mélange,115,44,68,38,298,70.41
M5,2025-09-15,Lin,484,41,94,49,124,73.19
M1,2024-05-04,Soie,378,43,80,43,276,73.64
M9,2025-04-02,Soie,303,63,93,54,71,84.7
M5,2023-06-03,Soie,322,68,80,30,160,81.1
M10,2023-04-06,Coton,427,54,87,60,79,75.9
M6,2024-07-26,Polyester,82,80,100,33,67,86.9
M1,2023-02-16,Mélange,458,80,81,56,124,83.36
M4,2023-02-25,Polyester,476,43,81,46,263,79.05
M10,2023-02-02,Mélange,274,46,100,44,208,80.36
M1,2024-01-10,Soie,210,44,68,31,295,70.86
M10,2024-07-13,Soie,83,46,63,47,73,74.06
M2,2025-10-01,Mélange,435,66,74,57,213,78.68
M8,2024-11-22,Soie,287,67,99,49,85,84.58
M1,2023-01-20,Soie,314,61,97,36,87,81.51
M2,2025-05-12,Mélange,454,52,96,34,223,78.46
M7,2023-01-02,Soie,421,79,88,35,122,85.23
M3,2024-05-19,Polyester,349,67,92,60,226,82.96
M9,2024-06-01,Lin,125,70,79,49,147,82.1
M9,2025-01-14,Mélange,386,49,63,37,189,73.17
M6,2024-04-22,Lin,152,80,72,55,77,82.24
M8,2025-05-14,Soie,357,61,97,48,145,83.26
M6,2023-11-08,Lin,103,69,62,45,116,75.1
M4,2024-12-13,Soie,369,53,75,45,248,78.73
M4,2024-01-18,Soie,144,40,83,30,78,72.29
M2,2024-01-01,Lin,198,68,72,50,209,81.8
M4,2025-03-11,Lin,195,51,74,58,127,70.0
M9,2024-02-01,Lin,141,52,61,35,275,75.98
M3,2024-08-08,Soie,385,47,81,59,113,73.22
M6,2024-12-03,Polyester,388,50,93,55,219,79.82
M2,2025-06-11,Lin,116,52,72,47,156,73.52
M10,2025-04-28,Soie,375,55,62,54,217,74.33
M9,2025-05-28,Polyester,454,49,80,37,73,72.99
M3,2024-11-20,Mélange,349,71,73,53,80,79.05
M2,2025-08-06,Lin,310,64,92,41,187,86.63
M6,2025-07-21,Polyester,319,70,91,45,128,84.82
M10,2023-07-07,Coton,156,54,72,44,280,76.83
M5,2024-05-18,Soie,243,76,70,59,275,81.74
M2,2024-04-19,Lin,434,45,78,44,192,75.89
M1,2024-07-14,Soie,312,79,81,43,175,85.8
M6,2024-04-09,Soie,212,57,84,30,105,77.63
M2,2025-02-26,Polyester,92,58,92,46,199,86.41
M5,2025-04-11,Lin,100,47,64,41,69,71.98
M4,2025-03-28,Polyester,178,59,77,36,240,77.7
M9,2024-07-27,Polyester,54,59,78,56,148,79.2
M10,2023-04-24,Coton,291,72,69,57,161,81.21
M4,2024-12-27,Soie,169,73,97,55,201,87.67
M8,2024-12-14,Polyester,455,45,80,57,108,74.38
M4,2025-03-10,Soie,280,75,61,41,95,77.61
M1,2024-11-25,Soie,464,62,81,37,167,82.47
M7,2023-03-05,Mélange,203,60,97,30,205,78.11
M6,2024-07-07,Mélange,372,78,98,48,281,89.01
M7,2024-10-15,Coton,323,64,72,45,87,78.09
M5,2025-10-16,Coton,137,46,95,35,68,76.67
M1,2023-05-22,Lin,151,44,84,39,112,75.46
M9,2023-06-28,Coton,282,43,83,46,62,75.94
M7,2024-12-03,Soie,130,47,68,47,167,74.14
M7,2025-11-16,Lin,116,53,79,43,269,80.53
M3,2025-11-15,Mélange,344,59,97,36,188,82.21
M5,2024-10-26,Lin,53,49,88,32,271,75.21
M4,2025-01-24,Mélange,218,76,91,44,178,88.73
M2,2025-05-13,Polyester,380,69,82,52,275,84.08
M10,2025-07-15,Lin,262,55,71,58,218,71.64
M7,2023-04-28,Lin,407,76,66,42,238,82.59
M3,2023-12-24,Polyester,371,74,78,51,294,84.0
M4,2023-09-25,Soie,260,75,67,41,79,80.5
M6,2023-08-01,Soie,280,50,76,36,189,77.15
M2,2024-01-01,Soie,245,61,85,57,109,78.6
M5,2024-08-15,Coton,413,48,80,51,251,75.45
M2,2024-03-06,Coton,330,55,88,34,180,77.55
M1,2025-07-06,Mélange,101,51,78,33,196,74.53
M2,2023-04-23,Coton,396,57,69,44,151,74.51
M1,2025-11-22,Mélange,160,68,63,56,222,73.92
M2,2023-01-25,Soie,403,59,88,31,213,81.69
M7,2023-07-01,Lin,177,63,75,36,83,76.41
M1,2023-11-06,Polyester,470,52,64,37,285,70.82
M3,2024-09-21,Coton,262,72,66,56,143,74.29
M4,2023-04-07,Mélange,156,74,85,60,169,80.92
M2,2024-01-13,Polyester,215,51,60,42,227,70.05
M4,2024-01-03,Soie,162,44,77,50,219,76.88
M4,2025-10-06,Soie,204,78,91,33,242,87.22
M5,2025-12-05,Coton,357,60,100,52,159,81.22
M6,2023-10-19,Lin,375,60,90,32,145,83.9
M8,2025-01-08,Soie,311,80,74,46,210,86.56
M1,2024-04-20,Mélange,438,47,79,37,248,73.65
M2,2023-07-07,Coton,120,63,91,39,111,76.9
M1,2024-03-09,Lin,421,78,88,53,284,89.98
M6,2023-12-11,Coton,316,66,78,54,66,76.82
M6,2025-04-26,Lin,155,74,63,59,294,74.71
M4,2024-11-01,Mélange,496,64,93,40,106,84.85
M2,2023-03-03,Soie,85,52,63,50,96,78.08
M3,2024-12-15,Mélange,331,53,75,46,80,79.47
M5,2025-04-10,Lin,419,52,75,43,105,77.33
M5,2024-02-12,Mélange,279,80,72,38,280,84.19
M7,2025-12-14,Soie,135,70,88,43,189,85.91
M3,2024-10-18,Soie,60,64,87,57,81,81.72
M3,2024-08-10,Mélange,422,51,76,42,178,76.46
M7,2025-08-07,Mélange,360,70,64,40,94,79.01
M3,2024-08-13,Lin,52,40,92,53,245,74.67
M7,2025-10-03,Soie,430,63,84,45,138,80.19
M7,2024-05-25,Coton,113,64,96,35,109,81.84
M6,2025-01-21,Mélange,413,71,100,52,154,82.51
M7,2024-11-23,Soie,426,55,75,45,68,77.3
M1,2023-05-08,Lin,183,78,89,60,234,82.22
M10,2023-11-23,Mélange,389,50,60,33,257,70.0
M7,2023-07-06,Soie,411,77,65,46,292,82.26
M7,2025-07-19,Polyester,404,59,92,60,196,81.88
M5,2024-03-09,Soie,435,45,66,50,206,73.54
M4,2024-01-04,Soie,407,59,60,35,268,70.56
M2,2023-03-12,Soie,318,66,78,53,170,77.82
M3,2024-10-27,Lin,151,71,71,46,88,83.18
M4,2023-05-28,Lin,152,43,71,55,254,70.0
M7,2023-02-10,Soie,370,79,66,57,222,80.05
M2,2025-04-16,Soie,113,57,64,40,67,76.0
M8,2025-10-26,Coton,54,43,77,54,61,70.56
M1,2025-05-16,Coton,158,73,60,42,214,79.51
M8,2024-06-27,Polyester,359,67,81,41,234,78.83
M4,2024-06-26,Polyester,390,65,84,49,74,80.3
M2,2023-09-09,Coton,283,65,68,30,214,76.74
M4,2025-04-01,Polyester,281,79,90,46,165,84.31
M6,2024-11-15,Coton,374,63,62,55,248,76.18
M4,2024-07-16,Mélange,298,65,99,55,80,83.26
M2,2025-10-26,Soie,200,78,72,52,96,83.5
M9,2025-09-28,Coton,115,71,65,39,273,79.55
M8,2023-04-07,Lin,278,47,90,51,198,79.63
M3,2024-07-25,Coton,104,67,61,35,297,76.55
M5,2025-02-22,Lin,418,56,90,60,289,76.94
M3,2024-04-19,Mélange,374,71,65,55,237,78.54
M10,2025-12-24,Coton,379,61,84,59,243,79.39
M7,2023-05-03,Mélange,488,67,74,37,126,79.4
M2,2025-06-05,Coton,224,77,72,53,89,81.98
M6,2025-04-28,Soie,345,40,79,31,211,70.0
M7,2025-10-08,Soie,213,63,68,46,229,76.97
M2,2024-04-16,Soie,54,74,89,40,97,82.19
M8,2025-01-20,Lin,357,58,69,53,230,79.1
M6,2025-08-21,Polyester,307,47,77,57,240,70.61
M4,2023-12-07,Soie,199,64,63,55,145,74.41
M4,2024-11-28,Coton,493,51,91,53,160,76.46
M3,2024-06-25,Coton,330,65,81,43,233,83.09
M7,2023-12-28,Soie,86,73,78,39,238,81.71
M9,2025-01-28,Soie,99,48,80,54,262,77.1
M5,2025-08-10,Soie,385,50,96,34,173,76.65
M3,2025-02-22,Lin,161,52,60,41,245,73.36
M3,2024-03-02,Soie,268,50,63,33,151,70.0
M2,2025-12-13,Mélange,382,61,97,43,98,87.59
M4,2025-10-06,Coton,110,55,85,45,137,77.12
M7,2025-08-12,Coton,448,69,84,38,221,82.72
M1,2025-09-08,Coton,109,45,67,45,224,74.17
M1,2025-02-26,Mélange,343,76,90,38,237,86.23
M10,2023-02-11,Lin,246,70,87,39,206,82.83
M2,2025-09-16,Mélange,144,65,61,42,202,76.84
M2,2025-02-25,Mélange,478,77,94,52,269,86.59
M4,2024-06-04,Coton,142,78,71,30,202,80.31
M1,2024-01-03,Lin,344,53,70,32,203,75.23
M2,2025-01-08,Mélange,202,63,94,35,168,86.12
M5,2025-08-23,Coton,315,58,94,44,95,80.89
M6,2025-02-22,Mélange,230,78,94,46,113,85.26
M1,2023-03-20,Lin,68,52,69,39,279,74.02
M9,2025-07-03,Lin,352,62,77,34,246,82.96
M9,2023-05-22,Polyester,183,64,70,42,176,76.99
M7,2024-11-23,Lin,324,53,64,50,247,76.98
M4,2023-06-26,Polyester,338,72,98,35,167,88.56
M7,2023-09-04,Soie,63,78,75,32,129,80.69
M9,2024-05-05,Soie,83,61,100,32,152,82.84
M4,2023-02-06,Polyester,55,46,84,37,156,78.26
M9,2025-10-28,Polyester,351,71,66,46,149,79.54
M5,2023-06-25,Mélange,188,78,66,58,72,79.59
M7,2024-08-19,Lin,226,74,95,49,285,85.24
M3,2023-07-19,Polyester,54,72,69,51,92,78.17
M5,2023-11-20,Coton,421,80,83,52,259,83.9
M7,2025-05-09,Soie,143,68,82,55,179,78.35
M7,2023-05-14,Mélange,417,54,79,50,279,77.07
M6,2023-03-19,Coton,374,45,64,53,121,70.0
M1,2023-07-22,Coton,430,58,95,59,186,80.07
M9,2025-12-04,Lin,295,71,92,51,233,81.39
M7,2025-09-24,Coton,365,52,60,52,168,72.86
M6,2024-03-22,Lin,428,73,98,31,215,86.37
M9,2025-06-02,Lin,139,44,83,56,94,70.0
M7,2025-04-27,Soie,244,50,83,33,146,75.95
M9,2023-01-24,Coton,198,59,90,39,127,82.96
M10,2023-08-20,Soie,161,59,92,56,288,77.48
M8,2024-06-04,Coton,232,40,99,44,144,80.95
M1,2023-07-16,Polyester,419,51,85,41,62,78.34
M4,2024-01-05,Coton,320,72,69,43,91,79.59
M5,2024-03-18,Lin,290,65,83,39,153,80.79
M5,2025-07-01,Coton,274,68,70,34,150,79.32
M6,2024-07-24,Lin,106,52,78,31,94,74.55
M6,2024-02-14,Coton,132,52,90,60,230,77.68
M8,2024-09-24,Mélange,303,48,80,54,255,72.76
M7,2024-09-01,Lin,106,46,61,34,99,70.14
M4,2023-07-16,Coton,397,61,87,49,248,78.07
M5,2023-12-17,Polyester,298,45,87,37,218,75.08
M3,2025-07-07,Lin,193,47,76,52,123,72.09
M8,2025-11-21,Coton,408,72,99,35,108,83.93
M3,2023-03-14,Lin,111,48,85,31,130,77.07
M1,2025-05-23,Mélange,152,45,63,42,164,73.68
M4,2024-11-02,Lin,222,67,90,31,190,82.52
M5,2025-07-08,Coton,187,63,77,60,149,75.12
M6,2025-06-07,Coton,143,42,60,31,229,70.0
M5,2024-08-12,Soie,193,78,66,43,107,84.63
M6,2023-06-12,Polyester,107,46,60,51,201,70.88
M6,2024-04-19,Mélange,320,78,83,37,226,89.04
M7,2023-01-19,Coton,104,48,100,53,214,79.59
M4,2025-06-10,Lin,410,68,66,32,199,77.38
M8,2024-09-23,Lin,323,49,62,34,109,70.28
M5,2023-07-03,Mélange,227,63,88,50,243,81.77
M8,2024-12-05,Soie,318,72,61,35,213,77.5
M5,2024-08-22,Coton,339,43,72,53,268,73.12
M9,2024-09-25,Mélange,88,50,88,54,190,78.71
M7,2023-10-07,Soie,360,57,73,35,60,74.13
M10,2025-09-09,Coton,500,72,89,46,241,82.54
M5,2023-01-18,Lin,201,57,95,33,103,76.03
M4,2024-03-09,Polyester,70,80,69,60,286,81.82
M1,2025-06-21,Lin,471,53,94,33,60,76.09
M10,2023-07-20,Polyester,216,45,95,38,244,72.79
M5,2023-12-09,Polyester,79,80,60,56,151,80.58
M3,2025-12-13,Polyester,58,74,97,33,244,90.19
M5,2024-04-19,Mélange,332,53,88,37,143,77.89
M7,2024-02-16,Lin,278,54,87,41,97,80.48
M3,2025-03-21,Soie,144,51,72,48,185,75.26
M5,2025-10-07,Coton,208,50,71,56,160,72.8
M2,2025-07-04,Lin,86,67,75,44,292,82.74
M9,2024-01-04,Lin,422,40,98,33,156,74.62
M1,2025-10-01,Coton,117,55,65,38,96,74.63
M1,2024-10-15,Coton,327,61,65,36,95,76.14
M3,2025-12-09,Polyester,219,70,69,37,74,77.86
M9,2023-09-27,Coton,60,42,66,47,135,73.38
M7,2024-03-12,Lin,50,54,61,37,169,72.45
M5,2023-04-04,Lin,500,64,67,45,103,77.09
M5,2023-01-20,Polyester,89,79,81,33,152,84.57
M3,2025-07-05,Lin,269,73,81,49,106,81.5
M5,2024-08-22,Mélange,468,58,82,58,86,77.26
M6,2023-11-05,Polyester,465,44,60,57,298,70.0
M6,2023-10-14,Lin,249,68,90,56,77,84.37
M5,2024-06-11,Lin,96,60,68,35,256,76.55
M8,2024-03-26,Soie,296,66,98,55,222,83.35
M4,2024-09-18,Soie,264,75,91,47,196,87.94
M4,2025-12-08,Soie,92,77,86,46,207,88.88
M2,2024-09-16,Lin,235,40,73,57,64,71.32
M3,2023-05-15,Coton,80,62,83,57,277,78.82
M3,2023-12-05,Mélange,265,55,73,56,117,72.28
M2,2025-02-22,Lin,243,41,87,41,73,72.77
M10,2024-03-03,Coton,294,78,70,30,97,79.79
M4,2023-08-24,Coton,56,76,86,34,255,82.58
M3,2024-08-26,Mélange,407,59,90,43,244,80.93
M1,2023-10-25,Polyester,106,49,63,58,224,70.81
M3,2025-08-18,Mélange,132,40,85,56,168,73.86
M5,2023-05-03,Mélange,306,59,74,43,298,77.96
M9,2023-07-06,Soie,114,53,85,49,74,79.07
M9,2025-11-13,Mélange,480,44,89,45,140,77.13
M7,2023-02-03,Lin,77,63,87,36,129,76.55
M6,2023-09-04,Mélange,448,61,61,37,132,73.02
M2,2023-11-02,Lin,355,40,79,36,201,71.71
M4,2024-01-02,Polyester,93,76,96,31,204,82.78
M6,2024-09-07,Coton,208,40,82,54,132,73.8
M6,2023-06-14,Soie,421,62,68,52,232,79.86
M9,2024-08-19,Coton,307,49,61,48,263,74.74
M1,2025-02-23,Polyester,132,49,89,32,286,75.47
M4,2025-12-20,Lin,463,49,70,60,188,74.68
M9,2025-07-02,Polyester,279,48,81,39,152,75.7
M7,2025-11-16,Lin,156,79,98,32,99,86.03
M2,2023-08-04,Coton,123,59,95,57,264,79.07
M8,2025-06-12,Polyester,136,58,70,32,131,74.2
M2,2024-11-05,Coton,141,69,76,45,125,81.12
M2,2024-07-28,Mélange,299,42,83,57,133,73.14
M10,2024-06-03,Lin,275,63,92,57,219,81.22
M7,2023-12-26,Mélange,280,56,62,49,224,74.41
M4,2023-10-13,Mélange,54,49,66,39,156,73.57
M2,2024-11-18,Lin,248,69,65,41,179,81.28
M8,2024-07-07,Coton,93,51,66,59,296,73.6
M7,2023-12-24,Polyester,83,60,81,49,184,76.43
M8,2024-03-21,Coton,192,69,62,47,99,73.59
M4,2023-06-26,Polyester,340,42,98,54,157,78.27
M7,2025-07-09,Soie,159,43,73,57,65,70.0
M5,2023-05-28,Lin,92,49,64,38,163,71.65
M8,2023-02-14,Soie,318,53,76,35,272,72.76
M6,2024-08-18,Polyester,134,52,82,60,167,71.4
M3,2025-10-07,Soie,231,76,84,56,62,84.48
M2,2025-12-27,Mélange,365,49,80,51,270,77.02
M6,2024-02-26,Coton,127,69,69,45,281,79.35
M7,2023-11-15,Polyester,316,40,88,60,273,70.0
M10,2025-03-20,Coton,68,53,72,43,238,74.81
M7,2023-06-27,Lin,228,53,72,51,207,75.88
M6,2023-12-16,Coton,204,59,92,56,282,76.94
M8,2024-09-25,Soie,260,62,82,56,198,79.17
M6,2025-10-06,Coton,140,69,87,41,105,83.27
M9,2025-10-28,Soie,245,58,87,50,132,80.96
M2,2025-07-04,Coton,462,46,65,50,64,72.04
M8,2025-01-22,Mélange,328,46,100,44,188,77.65
M5,2023-04-28,Soie,158,54,89,47,157,81.99
M8,2025-12-26,Coton,229,69,86,59,270,80.78
M7,2025-05-10,Coton,241,54,92,39,128,79.35
M7,2023-06-27,Lin,52,66,62,30,66,73.33
M9,2024-04-18,Mélange,212,61,70,60,206,74.41
M7,2025-07-05,Lin,365,65,63,55,298,74.33
M7,2023-02-23,Lin,256,60,93,35,171,80.25
M3,2025-05-27,Mélange,110,80,96,55,160,90.62
M9,2024-01-21,Lin,215,53,65,32,66,70.0
M10,2025-07-01,Lin,64,79,94,59,80,82.47
M3,2025-04-10,Soie,374,80,82,35,121,87.34
M4,2025-01-09,Mélange,480,55,84,54,126,77.08
M2,2023-02-15,Lin,371,41,100,48,281,76.36
M10,2023-02-03,Coton,104,49,78,38,289,76.98
M8,2023-07-03,Polyester,479,53,85,33,185,75.29
M8,2025-08-26,Coton,157,66,84,58,140,83.65
M3,2025-10-28,Lin,202,40,71,51,205,72.36
M1,2025-01-06,Coton,225,62,90,49,213,80.82
M9,2023-09-17,Polyester,112,52,98,30,197,82.51
M3,2023-06-05,Lin,493,63,67,58,115,74.49
M4,2023-02-12,Coton,422,48,77,38,183,75.88
M9,2023-05-06,Polyester,289,71,87,46,162,85.1
M4,2025-05-06,Polyester,251,46,97,55,256,79.8
M4,2024-06-20,Soie,271,68,87,49,251,86.12
M2,2024-11-27,Mélange,246,67,72,48,150,79.96
M2,2024-05-20,Soie,135,42,92,38,210,74.09
M9,2024-07-26,Polyester,253,41,67,35,267,70.62
M3,2024-03-25,Polyester,175,44,73,51,155,71.24
M6,2023-08-19,Coton,54,60,60,52,144,78.63
M6,2023-09-07,Lin,337,44,84,39,214,75.07
M2,2025-07-22,Mélange,192,78,64,48,288,80.87
M7,2024-08-02,Polyester,466,60,72,36,72,76.97
M5,2024-10-13,Soie,111,47,88,35,213,73.01
M4,2025-01-15,Mélange,60,58,61,50,260,72.66
M5,2025-01-11,Lin,480,65,62,58,196,77.7
M1,2024-06-25,Coton,290,46,86,53,137,74.09
M6,2023-07-10,Soie,90,75,80,45,216,82.41
M8,2023-01-08,Soie,484,47,83,60,218,74.77
M1,2025-07-08,Coton,121,46,80,57,236,75.77
M3,2025-01-09,Coton,147,63,94,30,299,82.14
M1,2025-10-26,Coton,74,59,64,38,144,77.09
M7,2023-03-11,Polyester,407,50,68,48,177,72.49
M3,2023-09-17,Mélange,485,66,100,44,231,82.76
M4,2025-08-08,Mélange,294,71,77,40,257,84.7
M2,2023-11-21,Polyester,442,58,65,41,202,74.95
M4,2025-04-15,Coton,88,71,63,36,63,77.6
M7,2025-09-17,Lin,299,46,81,36,268,76.86
M6,2023-03-08,Polyester,412,69,69,57,189,79.21
M6,2024-04-03,Soie,281,79,92,36,259,87.21
M5,2023-08-04,Soie,134,59,96,50,86,86.23
M2,2024-11-17,Lin,58,69,71,38,67,78.21
M8,2024-04-05,Polyester,185,47,95,32,150,78.36
M7,2024-06-04,Mélange,270,72,81,31,172,81.11
M1,2024-03-20,Soie,424,67,72,39,108,79.84
M5,2025-01-21,Mélange,361,71,93,43,87,88.56
M4,2025-05-08,Coton,162,47,63,58,69,71.12
M2,2025-12-13,Mélange,101,57,74,58,218,76.38
M7,2023-04-12,Soie,101,54,77,45,112,79.75
M5,2025-10-16,Mélange,197,40,66,35,188,70.0
M5,2024-08-05,Lin,137,60,64,35,107,73.12
M1,2023-03-22,Soie,269,61,61,35,127,72.41
M1,2023-08-04,Mélange,230,70,97,30,185,79.47
M1,2023-03-25,Coton,340,58,74,46,188,82.11
M2,2024-09-09,Coton,205,61,88,45,248,79.69
M8,2024-12-11,Polyester,236,69,60,56,150,76.06
M9,2025-11-01,Mélange,297,47,77,51,192,73.75
M3,2023-04-19,Soie,488,54,69,41,187,75.81
M7,2025-02-09,Polyester,155,45,72,59,156,72.73
M9,2025-06-11,Soie,498,73,71,38,293,82.42
M7,2025-09-23,Mélange,263,57,79,36,70,75.93
M6,2024-05-04,Mélange,112,67,89,48,262,82.97
M1,2025-05-20,Soie,400,49,89,51,98,77.87
M9,2024-01-15,Lin,205,71,78,32,264,79.8
M1,2024-01-14,Lin,194,77,67,31,185,82.91
M6,2024-09-22,Coton,75,56,68,41,284,76.58
M9,2024-10-03,Lin,94,57,69,53,110,76.77
M5,2025-11-13,Lin,66,70,82,37,267,83.13
M7,2023-10-14,Soie,100,56,79,49,139,80.15
M6,2025-04-10,Mélange,121,52,76,34,166,74.96
M5,2023-07-26,Coton,202,76,100,44,199,86.01
M7,2025-11-23,Coton,120,73,88,52,140,84.9
M6,2024-01-18,Soie,231,67,89,43,165,82.2
M1,2023-10-17,Soie,95,48,99,59,137,76.34
M6,2023-07-05,Lin,367,74,96,58,135,85.97
M7,2023-01-09,Coton,286,73,89,56,73,85.98
M2,2025-06-28,Polyester,354,46,78,48,183,74.84
M1,2023-12-07,Coton,429,77,92,53,243,86.52
M9,2025-11-28,Lin,337,71,68,37,289,82.7
M3,2025-12-07,Polyester,371,59,60,55,184,74.18
M2,2025-02-08,Coton,50,49,98,58,90,82.9
M4,2023-02-10,Coton,292,41,92,44,160,77.63
M7,2025-11-15,Soie,144,55,94,38,270,76.38
M10,2023-12-22,Coton,271,49,100,30,107,79.21
M4,2024-05-22,Lin,311,74,72,45,182,83.36
M2,2025-02-15,Mélange,302,63,77,42,158,82.28
M7,2025-07-01,Soie,125,41,78,44,90,75.05
M10,2024-03-15,Polyester,67,79,88,31,292,84.22
M8,2025-04-12,Polyester,54,50,82,46,279,74.75
M9,2024-11-24,Soie,312,44,71,50,98,71.98
M10,2025-05-13,Polyester,285,48,77,55,255,72.1
M2,2025-12-17,Soie,242,70,98,51,106,84.24
M9,2024-10-20,Polyester,116,60,97,60,208,81.58
M7,2025-02-16,Coton,73,41,70,37,84,74.04
M8,2023-12-13,Polyester,439,54,75,33,290,75.59
M7,2025-02-15,Coton,81,79,76,33,69,80.11
M6,2025-08-13,Mélange,373,41,71,40,87,72.39
M3,2024-11-10,Mélange,334,52,72,38,185,76.99
M4,2023-02-19,Lin,429,50,87,56,195,74.98
M1,2024-07-19,Coton,154,42,68,58,61,70.0
M9,2023-10-27,Coton,224,51,93,45,108,79.93
M8,2023-02-15,Mélange,230,62,99,58,203,80.23
M7,2025-05-04,Soie,497,44,96,32,92,77.1
M2,2023-04-27,Soie,168,43,98,47,144,77.86
M5,2023-05-03,Polyester,249,62,64,57,283,75.84
M9,2024-10-02,Mélange,173,73,99,46,139,85.73
M9,2023-06-14,Coton,348,70,76,50,67,80.33
M5,2025-06-25,Lin,221,43,68,36,200,72.14
M1,2025-01-12,Lin,302,44,96,58,216,75.05
M2,2024-03-09,Soie,356,79,65,58,201,83.55
M1,2024-07-16,Coton,68,71,92,37,226,83.3
M5,2023-09-20,Lin,60,43,61,54,260,70.0
M7,2024-12-05,Coton,332,70,63,42,256,80.87
M7,2025-06-12,Soie,331,48,67,44,90,70.76
M4,2025-01-08,Polyester,273,43,75,37,83,70.0
M7,2023-01-03,Mélange,340,42,60,57,244,70.0
M1,2024-10-21,Lin,274,51,78,31,140,76.63
M4,2023-11-03,Polyester,116,78,85,45,228,85.3
M2,2024-04-15,Polyester,328,53,91,52,248,83.82
M5,2023-09-09,Polyester,449,75,78,57,227,80.57
M6,2024-12-20,Mélange,307,46,63,41,290,71.97
M8,2023-05-24,Polyester,90,53,68,56,193,76.38
M9,2025-08-21,Lin,112,63,69,31,120,79.91
M8,2025-07-10,Coton,60,71,62,38,131,82.42
M2,2024-07-15,Coton,192,79,84,45,64,88.92
M1,2025-01-22,Lin,155,64,71,51,170,80.25
M5,2024-05-26,Coton,327,62,61,59,215,75.19
M10,2025-07-28,Lin,437,41,81,53,272,74.46
M7,2025-05-28,Coton,463,46,95,42,244,77.1
M9,2024-03-13,Soie,267,76,96,54,192,84.56
M8,2024-02-08,Lin,117,40,77,55,234,71.39
M9,2024-06-09,Polyester,222,76,85,31,217,82.66
M5,2024-05-28,Mélange,56,47,79,48,229,74.39
M3,2023-06-16,Soie,286,41,88,30,179,74.29
M9,2024-10-18,Lin,259,43,97,60,80,77.21
M6,2024-05-28,Coton,275,51,76,54,261,74.88
M8,2025-11-02,Lin,166,80,71,34,283,84.96
M4,2024-10-11,Coton,385,42,71,51,189,70.0
M1,2024-05-01,Mélange,417,54,63,60,242,71.41
M6,2023-02-17,Mélange,417,42,98,37,149,75.17
M8,2025-06-27,Coton,311,44,75,36,143,70.0
M7,2024-10-26,Coton,378,67,78,34,66,79.33
M6,2025-01-06,Polyester,258,63,90,60,135,79.66
M6,2025-04-26,Coton,198,49,97,30,87,80.13
M6,2023-07-27,Mélange,416,72,97,52,148,86.86
M10,2023-02-08,Coton,386,49,84,54,226,73.65
M10,2025-12-04,Mélange,344,80,95,53,167,91.11
M9,2024-05-07,Coton,360,70,93,46,172,87.84
M10,2024-04-15,Polyester,174,61,75,55,256,78.46
M6,2024-06-03,Coton,404,55,88,53,285,78.05
M6,2025-04-15,Mélange,308,44,83,50,183,72.88
M7,2024-11-19,Lin,341,48,94,37,258,76.86
M3,2023-07-14,Mélange,183,58,81,40,90,80.78
M9,2023-03-15,Lin,344,71,100,58,257,88.47
M1,2025-08-24,Lin,111,66,76,54,201,82.29
M2,2023-02-05,Lin,495,42,87,30,236,72.02
M9,2025-09-08,Mélange,248,67,82,34,162,78.06
M5,2023-12-02,Coton,222,61,97,49,217,83.18
M2,2024-05-25,Polyester,279,66,100,44,249,82.06
M8,2025-02-05,Lin,425,51,97,59,269,78.55
M1,2024-03-17,Mélange,353,63,89,42,142,81.8
M10,2024-01-19,Polyester,445,46,74,39,186,72.47
M9,2024-06-25,Mélange,346,72,87,39,142,80.61
M3,2025-10-11,Lin,71,53,87,46,131,80.13
M2,2024-08-08,Polyester,195,50,67,39,130,72.13
M3,2025-05-05,Polyester,182,78,66,59,119,77.46
M2,2023-09-18,Lin,332,72,70,30,213,72.86
M4,2025-07-24,Coton,300,41,83,36,132,73.04
M8,2025-12-28,Mélange,114,69,78,59,88,83.04
M2,2023-05-24,Soie,271,71,76,32,281,83.22
M2,2024-03-17,Polyester,461,45,74,53,79,71.79
M6,2023-12-23,Polyester,282,80,92,51,258,86.0
M6,2025-11-27,Coton,271,46,93,40,108,78.34
M1,2023-11-07,Coton,175,48,97,42,283,77.2
M5,2024-03-07,Soie,127,71,71,53,187,80.5
M2,2024-09-20,Mélange,488,53,60,43,77,75.03
M4,2025-10-08,Lin,69,66,76,49,157,82.65
M6,2024-11-16,Soie,321,51,79,56,119,74.7
